DISTRICT,DISTNAME,REGION,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETSPEP,C-JJAEP EXPULSIONS=HISPANIC/LATINO,C-JJAEP EXPULSIONS=WHITE,D-EXPULSION ACTIONS=HISPANIC/LATINO,D-EXPULSION ACTIONS=WHITE,E-DAEP PLACEMENTS=HISPANIC/LATINO,E-DAEP PLACEMENTS=WHITE,F-OUT OF SCHOOL SUSPENSIONS=BLACK OR AFRICAN AMERICAN,F-OUT OF SCHOOL SUSPENSIONS=HISPANIC/LATINO,F-OUT OF SCHOOL SUSPENSIONS=WHITE,G-IN SCHOOL SUSPENSIONS=AMERICAN INDIAN OR ALASKA NAT,G-IN SCHOOL SUSPENSIONS=BLACK OR AFRICAN AMERICAN,G-IN SCHOOL SUSPENSIONS=HISPANIC/LATINO,G-IN SCHOOL SUSPENSIONS=NATIVE HAWAIIAN/OTHER PACIFIC,G-IN SCHOOL SUSPENSIONS=WHITE,H-SPEC. ED. JJAEP EXPULSIONS=SPEC. ED. EXPULSIONS TO JJAEP,I-SPEC. ED. EXPULSIONS=SPEC. ED. EXPULSIONS,J-SPEC. ED. DAEP PLACEMENTS=SPEC. ED. DAEP PLACEMENTS,K-SPEC. ED. OUT OF SCHOOL SUS.=SPEC. ED. OUT OF SCHOOL SUSPEN,L-SPEC. ED. IN SCHOOL SUS.=SPEC. ED. IN SCHOOL SUSPEN,M-ECO. DISADV. JJAEP PLACEMENTS=ECO. DISAD. EXPULSION TO JJAEP,N-ECO. DISADV. EXPULSIONS=ECO. DISAD. EXPULSIONS,O-ECO. DISADV. DAEP PLACEMENTS=ECO. DISAD. DAEP PLACEMENTS,P-ECO. DISADV. OUT OF SCHOOL SUS.=ECO. DISAD. OUT OF SCHOOL SUSPEN,E-DAEP PLACEMENTS=BLACK OR AFRICAN AMERICAN,E-DAEP PLACEMENTS=TWO OR MORE RACES,F-OUT OF SCHOOL SUSPENSIONS=AMERICAN INDIAN OR ALASKA NAT,F-OUT OF SCHOOL SUSPENSIONS=ASIAN,F-OUT OF SCHOOL SUSPENSIONS=TWO OR MORE RACES,G-IN SCHOOL SUSPENSIONS=ASIAN,G-IN SCHOOL SUSPENSIONS=TWO OR MORE RACES,E-DAEP PLACEMENTS=AMERICAN INDIAN OR ALASKA NAT,E-DAEP PLACEMENTS=ASIAN,F-OUT OF SCHOOL SUSPENSIONS=NATIVE HAWAIIAN/OTHER PACIFIC,C-JJAEP EXPULSIONS=BLACK OR AFRICAN AMERICAN,D-EXPULSION ACTIONS=BLACK OR AFRICAN AMERICAN,E-DAEP PLACEMENTS=NATIVE HAWAIIAN/OTHER PACIFIC,D-EXPULSION ACTIONS=TWO OR MORE RACES,C-JJAEP EXPULSIONS=ASIAN,D-EXPULSION ACTIONS=ASIAN,C-JJAEP EXPULSIONS=TWO OR MORE RACES,C-JJAEP EXPULSIONS=AMERICAN INDIAN OR ALASKA NAT,D-EXPULSION ACTIONS=AMERICAN INDIAN OR ALASKA NAT,D-EXPULSION ACTIONS=NATIVE HAWAIIAN/OTHER PACIFIC,C-JJAEP EXPULSIONS=NATIVE HAWAIIAN/OTHER PACIFIC,total EXPULSION ACTIONS,total IN SCHOOL SUSPENSIONS,total OUT OF SCHOOL SUSPENSIONS,total DAEP PLACEMENTS,ratio BLACK OR AFRICAN AMERICAN IN SCHOOL SUSPENSIONS vs average,ratio HISPANIC/LATINO IN SCHOOL SUSPENSIONS vs average,ratio WHITE IN SCHOOL SUSPENSIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT IN SCHOOL SUSPENSIONS vs average,ratio ASIAN IN SCHOOL SUSPENSIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC IN SCHOOL SUSPENSIONS vs average,ratio TWO OR MORE RACES IN SCHOOL SUSPENSIONS vs average,ratio BLACK OR AFRICAN AMERICAN OUT OF SCHOOL SUSPENSIONS vs average,ratio HISPANIC/LATINO OUT OF SCHOOL SUSPENSIONS vs average,ratio WHITE OUT OF SCHOOL SUSPENSIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT OUT OF SCHOOL SUSPENSIONS vs average,ratio ASIAN OUT OF SCHOOL SUSPENSIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC OUT OF SCHOOL SUSPENSIONS vs average,ratio TWO OR MORE RACES OUT OF SCHOOL SUSPENSIONS vs average,ratio BLACK OR AFRICAN AMERICAN DAEP PLACEMENTS vs average,ratio HISPANIC/LATINO DAEP PLACEMENTS vs average,ratio WHITE DAEP PLACEMENTS vs average,ratio AMERICAN INDIAN OR ALASKA NAT DAEP PLACEMENTS vs average,ratio ASIAN DAEP PLACEMENTS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC DAEP PLACEMENTS vs average,ratio TWO OR MORE RACES DAEP PLACEMENTS vs average,ratio BLACK OR AFRICAN AMERICAN EXPULSION ACTIONS vs average,ratio HISPANIC/LATINO EXPULSION ACTIONS vs average,ratio WHITE EXPULSION ACTIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT EXPULSION ACTIONS vs average,ratio ASIAN EXPULSION ACTIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC EXPULSION ACTIONS vs average,ratio TWO OR MORE RACES EXPULSION ACTIONS vs average
208902,SNYDER ISD,14,2757,2.2,60.2,34.8,0.8,0.7,0,1.3,56.9,9,0,0,0,0,62,10,18,206,50,0,16,443,0,140,0,0,16,60,119,0,0,62,230,1,1,1,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,276,75,1.2041,1.2183,0.6661,0,0,1,0.6368,2.9644,1.2398,0.5206,0.4529,0,1,0.2787,0.6061,1.3732,0.3831,1.6667,0,1,1.0256,1,1,1,1,1,1,1
208903,IRA ISD,14,257,0,22.6,76.7,0,0,0,0.8,26.1,5.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.3038,1,1,1,0,1,1,1,1,1,1,1
209901,ALBANY ISD,14,496,2,15.7,78.8,0.4,0.2,0.4,2.4,38.5,8.3,0,0,0,0,0,0,0,0,1,0,1,1,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,5.5556,0.7077,0.8460,0,0,0,4.6296,0,0,1.2690,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
209902,MORAN ISD,14,103,0,9.7,90.3,0,0,0,0,78.6,18.4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1.1074,1,1,1,1,1,0,1.1074,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
210901,CENTER ISD,07,2768,20.1,41.9,33.4,0.1,2.7,0.2,1.6,75.2,8.4,0,0,0,0,13,11,102,56,52,1,324,296,0,258,0,0,1,23,105,0,0,26,193,1,0,0,1,1,1,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,904,212,26,1.7831,0.7815,0.8545,1.1062,0.0410,0,1.6593,2.3937,0.6304,0.7344,0,0.1747,0,0.2948,0.1914,1.1933,1.2667,0,1.4245,0,0,1,1,1,1,1,1,1
210902,JOAQUIN ISD,07,751,5.3,14.2,78.4,0.1,0.3,0.1,1.5,62.5,10.9,0,0,0,0,1,0,0,8,45,0,1,26,0,141,0,0,1,19,30,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,53,1,0.1116,1.0834,1.0642,0,0,0,0.3945,0,1.0630,1.0830,0,0,0,0,0,7.0423,0,0,0,0,0,1,1,1,1,1,1,1
210903,SHELBYVILLE ISD,07,830,21.7,10.5,65.4,0,0.1,0,2.3,61.2,8.9,0,0,0,0,0,1,1,0,1,0,1,1,0,28,0,0,1,1,10,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,2,0.1536,0.3175,1.4271,1,0,1,0,2.3041,0,0.7645,1,0,1,0,2.3041,0,0.7645,1,0,1,0,1,1,1,1,1,1,1
210904,TENAHA ISD,07,579,25.4,37.5,34.9,0,0,0,2.2,85.5,13,0,0,0,0,1,1,0,1,1,0,50,18,0,57,0,0,1,0,23,0,0,1,1,7,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,2,10,1.5142,0.3692,1.2563,1,1,1,1.7483,0,1.3333,1.4327,1,1,1,0,2.7559,0.2667,0.2865,1,1,1,4.5455,1,1,1,1,1,1,1
210905,TIMPSON ISD,07,628,24.7,13.4,58.4,0,0.5,0,3,72.3,11.9,0,0,0,0,0,1,7,1,1,0,82,12,0,102,0,0,0,7,45,0,0,1,1,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,10,2,1.6517,0.4455,0.8689,1,0,1,0.8292,2.8340,0.7463,0.1712,1,20.0000,1,0,2.0243,0,0.8562,1,0,1,0,1,1,1,1,1,1,1
210906,EXCELSIOR ISD,07,95,1.1,6.3,92.6,0,0,0,0,63.2,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
211901,TEXHOMA ISD,16,384,0.3,45.1,54.7,0,0,0,0,32.6,8.6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.1086,0.9141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
211902,STRATFORD ISD,16,620,0.6,63.4,34,0.2,0.3,0,1.5,58.7,7.6,0,0,1,0,6,0,0,1,0,1,1,16,0,1,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1,6,8.7719,1.3282,0.1548,26.3158,0,1,0,0,1.5773,0,0,0,1,0,0,1.5773,0,0,0,1,0,0,1.5773,0,0,0,1,0
212801,CUMBERLAND ACADEMY,07,852,15,19.2,58.8,0.1,4.1,0,2.7,35.2,6.8,0,0,0,0,1,0,43,14,34,0,63,48,0,76,0,0,0,18,26,0,0,1,58,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,98,1,2.2222,1.3228,0.6839,0,0.1290,1,0.1960,2.9252,0.7440,0.5900,0,1.7422,1,0,0,5.2083,0,0,0,1,0,1,1,1,1,1,1,1
212803,AZLEWAY CHARTER SCHOOL,07,162,24.7,11.1,61.7,0,0,0,2.5,96.3,50,0,0,0,0,0,0,34,14,49,0,70,30,0,83,0,0,0,70,139,0,0,0,1,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,103,0,1.4916,1.4225,0.7080,1,1,1,1.4737,1.3364,1.2245,0.7710,1,1,1,2.3301,1,1,1,1,1,1,1,1,1,1,1,1,1,1
212804,UT TYLER INNOVATION ACADEMY,07,467,6.2,9,79,0.6,2.6,0,2.6,22.3,6.9,0,0,0,0,0,0,1,7,28,0,1,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,0,16.1290,0,0,0,0,1,0,0.4359,2.1021,0.9579,0,1.0395,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
212901,ARP ISD,07,879,14.3,11.4,70,0.2,0.6,0,3.5,53.5,7.5,0,0,0,0,1,5,1,1,9,0,67,27,0,261,0,0,0,6,63,0,0,1,17,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,12,8,1.3124,0.6634,1.0444,0,0.4669,1,0.0800,0.5828,0.7310,1.0714,0,0,1,2.3810,0.8741,1.0965,0.8929,0,0,1,3.5714,1,1,1,1,1,1,1
212902,BULLARD ISD,07,2310,4.3,7.2,84.5,0.9,0.3,0,2.7,34.8,11,0,0,0,0,1,1,0,0,0,14,30,27,0,331,0,0,1,0,96,0,1,14,0,1,0,0,0,0,0,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,427,0,4,1.6339,0.8782,0.9174,3.6430,0,1,2.1684,1,1,1,1,1,1,1,5.8140,3.4722,0.2959,27.7778,0,1,0,23.2558,0,0,0,0,1,0
212903,LINDALE ISD,07,3816,6.9,13.6,73.6,0.4,1.2,0,4.2,45.9,9.4,0,0,0,0,7,40,17,9,70,1,174,121,0,778,0,0,25,50,286,0,0,47,79,15,9,0,0,9,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159,105,71,2.1758,0.7676,0.9120,0.2157,0.0719,1,1.7256,2.3464,0.6303,0.9058,0,0,1,2.0408,3.0618,0.7249,0.7655,0,0,1,3.0181,1,1,1,1,1,1,1
212904,TROUP ISD,07,1104,12.6,10.6,72.6,0.5,0.5,0.3,2.8,54.3,8.2,0,0,0,0,1,1,1,0,1,0,25,1,0,66,0,0,1,5,11,0,0,5,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94,3,2,2.1108,0.1004,0.9671,0,2.1277,0,0.3799,2.6455,0,0.4591,0,0,111.1111,0,0,4.7170,0.6887,0,0,0,0,1,1,1,1,1,1,1
212905,TYLER ISD,07,17993,30.3,44.3,22.1,0.3,1.3,0.1,1.7,71.8,7.4,0,0,1,1,77,49,2986,1822,589,32,6528,4994,1,1304,0,1,30,832,1399,0,1,210,4877,127,9,1,1,151,1,292,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,13152,5550,262,1.6381,0.8571,0.4486,0.8110,0.0058,0.0760,1.3060,1.7756,0.7411,0.4802,0.0601,0.0139,0,1.6004,1.5998,0.6634,0.8463,0,0,0,2.0207,1.1001,0.7524,1.5083,0,0,0,0
212906,WHITEHOUSE ISD,07,4582,11.3,11.7,70.1,0.7,3,0.1,3,38.1,8.7,0,0,0,0,1,56,67,21,127,15,490,164,0,1279,0,0,12,40,271,0,0,55,130,22,1,1,1,1,17,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2070,218,80,2.0948,0.6772,0.8814,1.0352,0.2738,0,1.6908,2.7198,0.8233,0.8311,0.6553,0.1529,0,0.1529,2.4336,0.1068,0.9986,0,0,0,0.4167,1,1,1,1,1,1,1
212909,CHAPEL HILL ISD,07,3488,18.1,41.7,36,0.3,1,0.1,2.7,71.3,6.9,0,0,0,0,39,1,47,50,1,7,361,484,0,287,0,0,7,18,96,0,0,73,121,25,1,0,0,1,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177,99,66,1.6945,0.9861,0.6773,1.9824,0,0,1.1958,2.6229,1.2112,0.0281,0,0,0,0.3741,2.0928,1.4170,0.0421,0,0,0,0.5612,1,1,1,1,1,1,1
212910,WINONA ISD,07,1020,19.4,22.7,55.9,0.2,0.1,0,1.7,58.3,11.5,0,0,0,0,1,7,28,14,34,1,69,1,0,83,0,0,0,18,37,0,0,6,61,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,78,9,2.2946,0.0284,0.9579,3.2258,0,1,0.3795,1.8504,0.7907,0.7798,6.4103,0,1,0.7541,0.5727,0.4895,1.3914,0,0,1,0,1,1,1,1,1,1,1
213801,BRAZOS RIVER CHARTER SCHOOL,11,206,10.2,16,69.9,1,0.5,0,2.4,59.7,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
213901,GLEN ROSE ISD,11,1650,0.4,29.3,66.2,1.2,0.8,0.1,1.9,44.1,6.4,0,0,1,1,1,1,0,1,1,0,0,1,0,99,0,0,0,1,19,0,1,11,14,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,102,2,2,0,0.0335,1.4661,0,1.2255,0,0.5160,0,1.7065,0.7553,0,0,0,0,0,1.7065,0.7553,0,0,0,0,0,1.7065,0.7553,0,0,0,0
214901,RIO GRANDE CITY CISD,01,10851,0,98.7,1,0,0.2,0,0,96.8,9.4,0,0,22,0,261,0,0,1,1,0,0,2070,0,0,0,1,56,366,481,0,22,1,1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2070,2,261,1,1.0132,0,1,0,1,1,1,0.5066,50.0000,1,0,1,1,1,1.0132,0,1,0,1,1,1,1.0132,0,1,0,1,1
214902,SAN ISIDRO ISD,01,258,0.8,98.8,0.4,0,0,0,0,85.3,10.5,0,0,1,0,6,0,0,9,0,0,1,1,0,0,0,0,0,1,1,0,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,6,62.5000,0.5061,0,1,1,1,1,0,1.0121,0,1,1,1,1,0,1.0121,0,1,1,1,1,0,1.0121,0,1,1,1,1
214903,ROMA ISD,01,6475,0,100,0,0,0,0,0,91.3,4.5,0,0,1,0,94,0,0,494,0,0,0,1579,0,0,0,0,1,39,102,0,1,1,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1579,494,94,1,1.0000,1,1,1,1,1,1,1.0000,1,1,1,1,1,1,1.0000,1,1,1,1,1,1,1.0000,1,1,1,1,1
215901,BRECKENRIDGE ISD,14,1510,2.1,33.8,60.7,1.5,0.5,0.1,1.3,63.2,9.5,0,0,0,1,11,21,0,1,24,1,1,137,0,317,0,0,6,5,70,0,0,26,23,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,466,26,32,0.1022,0.8698,1.1207,0.1431,0,0,1.6507,0,0.1138,1.5207,0,0,0,2.9586,0,1.0170,1.0811,0,0,0,0,0,0,1.6474,0,0,0,0
216901,STERLING CITY ISD,15,314,0.6,46.5,48.7,0.6,0,0,3.5,45.5,9.6,0,0,0,0,1,0,0,8,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,2.1505,0,0,1,1,0,0,2.1505,0,0,1,1,0,0,2.1505,0,0,1,1,0,1,1,1,1,1,1,1
217901,ASPERMONT ISD,14,241,3.3,29,66,0,1.2,0,0.4,56,7.5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.7241,0.7576,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
218901,SONORA ISD,15,948,0.5,69.3,28.7,0.1,0.2,0,1.2,52.3,10.3,0,0,0,0,8,0,0,1,1,1,0,96,0,1,0,0,1,1,24,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,2,8,0,1.3993,0.0352,10.1010,0,1,0.8418,0,0.7215,1.7422,0,0,1,0,0,1.4430,0,0,0,1,0,1,1,1,1,1,1,1
219901,HAPPY ISD,16,239,1.3,17.2,79.9,0,0,0,1.7,41,8.4,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1.9380,0.4172,1,1,1,19.6078,0,0,1.2516,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
219903,TULIA ISD,16,1107,9.6,59.5,29.8,0.3,0.2,0,0.6,77.1,10.7,0,0,0,0,49,1,30,57,1,0,134,318,0,1,0,0,9,19,100,0,0,1,95,16,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,89,67,3.0745,1.1772,0.0074,0,0,1,0.3671,3.5112,1.0764,0.0377,0,0,1,1.8727,2.4876,1.2291,0.0501,0,0,1,2.4876,1,1,1,1,1,1,1
219905,KRESS ISD,16,209,7.2,55.5,35.4,0.5,0,1,0.5,75.6,10.5,0,0,0,0,0,0,0,0,0,0,1,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1.0684,1.5246,0.2173,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220801,TREETOPS SCHOOL INTERNATIONAL,11,342,16.4,9.9,61.1,1.2,3.2,0.9,7.3,14,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220802,ARLINGTON CLASSICS ACADEMY,11,1284,23.6,18.1,45.3,0.5,8.8,0.1,3.6,19.9,3.3,0,0,0,0,0,0,26,10,34,1,27,28,0,59,0,0,0,17,13,0,0,0,16,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,73,0,0.9778,1.3222,1.1132,1.7094,0.0971,0,0.2374,1.5092,0.7568,1.0282,2.7397,0.1557,0,0.3805,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220809,FORT WORTH ACADEMY OF FINE ARTS,11,523,11.5,17.4,66.3,0.4,1.7,0.4,2.3,14.1,2.7,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2.8736,0.7541,0,0,0,0,2.8986,1.9157,0.5028,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220810,WESTLAKE ACADEMY CHARTER SCHOOL,11,695,3.7,10.6,70.6,0.6,10.4,0,4,0,4.2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9.4340,0,0,0,1,0,0,9.4340,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220811,EAST FORT WORTH MONTESSORI ACADEMY,11,532,45.3,32.7,15,0.4,3.9,0.2,2.4,82.1,4.1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,1,1,1,1.1038,0,3.3333,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220812,RICHARD MILBURN ACADEMY (FORT WORT,11,200,34.5,40.5,20.5,0.5,0,0,4,77.5,11.5,0,0,0,0,0,0,16,12,1,0,16,1,0,1,0,0,0,1,5,0,0,0,23,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,30,0,2.4409,0.1300,0.2567,0,1,1,1.3158,1.5459,0.9877,0.1626,0,1,1,0.8333,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220813,HARMONY SCIENCE ACAD (FORT WORTH),11,3652,26.2,29.3,33.7,0.5,7.8,0.1,2.4,50.1,3.9,0,0,0,0,0,0,193,127,118,0,0,0,0,0,0,0,0,41,0,0,0,0,299,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0,1,1,1,1,1,1,1,1.6742,0.9851,0.7958,0,0.0291,0,0.0947,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220814,TEXAS SCHOOL OF THE ARTS,11,329,12.8,18.5,61.1,0.9,1.5,0,5.2,11.9,6.7,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3.9062,0,0.8183,0,0,1,0,2.6042,1.8018,0.5456,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220815,CHAPEL HILL ACADEMY,11,502,55.6,21.7,17.7,0,0.8,0.6,3.6,62.2,8,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,1,1,1,1,1,1,1.4613,0.2880,0,1,0,10.4167,1.7361,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220816,UPLIFT EDUCATION-SUMMIT INTERNATIO,11,2379,26,60.1,6.6,0.1,4.5,0.1,2.4,75,6,0,0,1,0,0,0,121,122,9,0,105,112,0,1,0,0,0,20,16,0,1,0,214,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,219,254,0,1.8440,0.8509,0.0692,0,0,0,0.1903,1.8322,0.7992,0.5369,0,0.0875,0,0.1640,1,1,1,1,1,1,1,0,1.6639,0,0,0,0,0
220817,NEWMAN INTERNATIONAL ACADEMY OF AR,11,719,33,22.5,33.9,0.3,6.3,0,4,47,6.3,0,0,0,0,0,0,1,1,6,0,1,1,0,6,0,0,0,1,1,0,0,0,5,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0.3367,0.4938,1.9666,0,0,1,2.7778,0.3030,0.4444,1.7699,33.3333,0,1,2.5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220818,PRIME PREP ACADEMY,11,606,90.6,5.6,2,0.5,0,0,1.3,67.5,4.1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,6,1,0,0,0,81,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,4,0,0.5519,8.9286,0,0,1,1,0,0.2759,4.4643,0,50.0000,1,1,19.2308,1,1,1,1,1,1,1,1.1038,0,0,0,1,1,0
220901,ARLINGTON ISD,11,64629,24.3,43.8,23,0.5,6.3,0.2,2,68.5,8.1,9,1,10,1,1997,701,3145,2290,889,65,7913,6747,10,2864,1,1,900,1458,2846,12,13,4009,5389,2212,117,1,76,153,271,458,1,64,1,1,1,1,0,0,0,0,0,0,0,0,12,18328,6555,5093,1.7767,0.8405,0.6794,0.7093,0.2347,0.2728,1.2495,1.9744,0.7976,0.5897,0.0305,0.1840,0.0763,1.1670,1.7873,0.8952,0.5984,0.0393,0.1995,0.0982,1.1486,0.3429,1.9026,0.3623,0,0,0,0
220902,BIRDVILLE ISD,11,24252,7.9,38.7,45,0.7,4.9,0.3,2.5,56.6,9.5,1,1,1,1,134,134,301,888,920,69,700,2619,7,2018,0,0,60,581,926,1,1,220,1706,45,5,1,44,65,156,136,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,5705,2220,320,1.5532,1.1862,0.7861,1.7278,0.5580,0.4090,0.9535,1.7163,1.0336,0.9209,0.0644,0.4045,0.1502,1.1712,1.7801,1.0820,0.9306,0.4464,0.0638,0,0.6250,4.2194,0.8613,0.7407,0,0,0,0
